"gene name","entrez"
"Psmd11","69817426",
"Bag4","68844241",
"Zbtb34","71158895",
"Rnf149","899",
"C130096N06Rik","70231893",
"Mitf","71325258",
"Ap3d1","68924799",
"Aoc3","71495777",
"Klhl34","70298172",
"Acta1","61",
"Tomm70a","72472381",
"2300002M23Rik","70203447",
"Nlrp5","68667431",
"Clstn2","74003395",
"Ankrd10","2028",
"Mm.258279","71735071",
"Jund","608",
"mCG9749.3","71211746",
"H2-Ke2","68196924",
"9930014A18Rik","69447852",
"Fscn3","69114561",
"Rps20","69873289",
"Pdzd7","71569121",
"BC051070","68797613",
"Dync1i1","69837160",
"4931414P19Rik","68797494",
"Esam","69262331",
"9630040P08Rik*","73808480",
"Ermp1","68444791",
"Fam186a","70298447",
"4930543L23Rik","71493657",
"Prkag2","68341256",
"Ccdc146","74265153",
"Paip2","77620339",
"1700086D15Rik","74357947",
"Cacna2d2","69236921",
"Pramel7","68667575",
"Setbp1","1533",
"Oaz1","69782533",
"Laptm5","71763447",
"Toe1","532669",
"Syngap1","71020897",
"B230354K17Rik","81599684",
"Cts7","68910985",
"Ces6","75861873",
"Med13","70302479",
"Abcd2","545108",
"1700024P16Rik","74581199",
"Aadat","68301252",
"Col15a1","71232658",
"4933404G15Rik","71892059",
"Wnk4","69817348",
"Rpn1","638734",
"Dock9","69059943",
"Prss21","71919511",
"Il1rapl2","69735389",
"9630041A04Rik","73617594",
"Pdzd4","68844313",
"Orai1","68444672",
"Ptgds","852",
"Gm52","70295691",
"Btg3","68300986",
"Slc6a1","79904152",
"LOC277860","71668562",
"Tecpr2","70218420",
"Ccr2","69237011",
"Fmnl3","69236640",
"Hps1","69735084",
"Tcf23","70302431",
"BC048943","69529149",
"Zfp637","71281528",
"Slc11a2","2572",
"Hoxd12","69289177",
"Mlxip","71574491",
"Gpr146","2060",
"A930024E05Rik","69514446",
"BC021891","73906149",
"Asb1","71210502",
"Dnd1","68545941",
"Rtn4r","69012647",
"Plxdc1","815",
"LOC435719","72472393",
"Slc19a3","69873833",
"Abcf3","68545656",
"Nipal1","70204105",
"Ints9","71152288",
"Epc2","70239111",
"2010001M06Rik","74635198",
"Ttc7b","72004450",
"D230025D16Rik","68269300",
"Trib3","68301688",
"2610206C17Rik","70203537",
"Ggt7","513022",
"Siah2","68843889",
"Ebf3","73712894",
"Uvrag","69173286",
"Ctdspl2","68667425",
"Ppa2","69080009",
"Cdh20","77464878",
"Eefsec","67767448",
"Sco1","73635395",
"Twistnb","70302878",
"Urgcp","70203417",
"Epha2","69134601",
"Kdm3b","70813119",
"Chst4","69015332",
"Gpr165","69236736",
"Clstn3","69013572",
"Clec1a","75990658",
"9130404D08Rik","69169875",
"LOC432968","71764805",
"Entpd5","67765698",
"LOC544793","73712798",
"Star","69887325",
"Slc25a44","70528288",
"Fam82a2","71492808",
"Def6","69626831",
"Zfp40","71488907",
"Limch1","69407534",
"Pax3","81790720",
"Zfp513","69549613",
"Lingo4","76080954",
"Abcd1","76097712",
"Satl1","70218103",
"Alox12","69526558",
"Vmn2r1","75991076",
"Fem1b","69288962",
"Arfgap2","512773",
"Dhrs1","68076553",
"Hspb3","69735156",
"1810049H13Rik","70723650",
"Krt79","68522308",
"Gramd1b","71161171",
"Dnajc5b","70525775",
"Opn3","69258220",
"6030446N20Rik","70227878",
"4930420K17Rik","71210277",
"Dgke","74431484",
"Pram1","71213806",
"Nt5dc2","686197",
"Synpo2l","69887517",
"LOC435625","70725673",
"F630045J19Rik*","73748794",
"Nup62","70546305",
"Ccdc45","72182952",
"Sall4","70593342",
"Ofd1","69782557",
"Def8","69095968",
"Asb4","79677357",
"Actb","81600126",
"Arfrp1","69080006",
"LOC436436","71022690",
"Tmem206","75774637",
"Wdr66","71569102",
"Grin2c","75197492",
"Fancb","67815963",
"Naa35","68844349",
"Lyzl1","75860919",
"Neurod2","70437810",
"Krt1","69735950",
"Hsp90aa1","69012681",
"Arpp19","74357597",
"Rdh11","69549651",
"Ppap2c","68269550",
"Tmem64","76098409",
"LOC434771","70725609",
"Cenpm","68269562",
"Synpo","73573223",
"Rb1cc1","71998949",
"Slc25a19","68797497",
"Esco2","68498259",
"4632433K11Rik","70593156",
"B230209E15Rik","77904840",
"6720463M24Rik","68797816",
"Pax3","2465",
"Scn3a","70785043",
"Pnn","70919603",
"Olfr610","74724253",
"Ccrl1","69237059",
"0610037P05Rik","68193049",
"Nes","1388",
"Nfkbiz","69028450",
"Wdr90","68861711",
"Tmprss5","69981121",
"Arl5a","71662878",
"BC023814","68160843",
"Zfp9","70445365",
"Ifnk","70278009",
"Stx4a","576415",
"Kif20b","71020775",
"Pycr2","77923131",
"Speg","69526743",
"Rps21","68545854",
"Mfap2","68117990",
"Ctsk","68745293",
"Syp","73584747",
"Crispld2","69201654",
"Foxi2","70231122",
"Elf4","73834415",
"Fgf21","436",
"Gpr65","79541425",
"Kcnj14","71664127",
"Gfpt1","69080046",
"Tbc1d7","69980172",
"Phf20","69816446",
"Ecm2","70719031",
"4930550G17Rik","70218348",
"Hiatl1","77620403",
"Cxcl15","75990684",
"St8sia3","69873767",
"Decr1","69012641",
"Ak7","73870575",
"Optn","2453",
"Pfn4","73716602",
"LOC434853","71022427",
"AA474331","74735367",
"Nme6","68191528",
"Rcsd1","68410572",
"Pccb","70539167",
"Cyp2d13","68666475",
"Id1","71608229",
"Olfr1394","74720805",
"Crk","70919232",
"Zic4","71486925",
"Pnpla3","68522410",
"Mm.371778","71210019",
"Lamb3","76081212",
"Mfsd3","638700",
"Rab2b","69838513",
"Pcnxl2","70239051",
"Fubp3","74359724",
"Gm3392","70295685",
"Cdc23","71152264",
"Pacs1","76098403",
"4930435H24Rik","71891772",
"Dmp1","70238890",
"Stag3","69887319",
"Ppcs","68341621",
"Odf2l","68341746",
"Olfr557","74724187",
"Zfp317","70539089",
"Nlgn1","70300553",
"Terf2ip","2666",
"Sct","74357731",
"Fam179a","69407636",
"Gapdhs","69672784",
"A130023I24Rik","75693062",
"B130040O20Rik","71495855",
"Tex264","77620381",
"LOC237229","70566187",
"Tph2","71378535",
"Olr1","71920458",
"BC030867","68498615",
"Tmem14c","68151363",
"9830001H06Rik","70228227",
"Colec12","69015314",
"Adam17","75988237",
"Mmp27","74431020",
"Eif3c","68499549",
"Ush1g","70302926",
"Cyp11a1","69608327",
"Ldlrad3","70230825",
"LOC545810","70608478",
"Cdh26","68797509",
"Nln","638735",
"Ovca2","71210753",
"Hes6","1505",
"5430402E10Rik","70218908",
"Krtap5-2","71891575",
"Atp5sl","75774634",
"Pla2g12a","1519",
"Kcnq4","69258083",
"Pde9a","786",
"Hmx2","68203440",
"Rhox13","74635108",
"Cyp51","68632208",
"Ick","68445065",
"Mrps5","678682",
"Vti1a","71212241",
"Lrrc58","70231941",
"LOC432928","70611395",
"Tmigd1","70201630",
"Nfkbil2","69407284",
"Cpa4","75861011",
"Foxq1","68924643",
"Syt7","1036",
"Smarca2","79632286",
"Rpl7","68410596",
"Spag1","68745221",
"Atp5d","81600110",
"TC1459816","70795730",
"Olfr592","74724223",
"Kcnt2","81600588",
"Adcy4","78",
"5930422O12Rik","69444735",
"Ccnyl1","74562308",
"E030010N08Rik","70238955",
"Ccdc159","69854587",
"Wdr67","69549313",
"A730013G03Rik","69448942",
"Cd79b","75694762",
"Gm9758","69113817",
"Aifm3","69407254",
"Mm.24003","71152629",
"Skint4","71378749",
"Mtap4","68845598",
"Enpep","69835574",
"4930402F06Rik","70218079",
"Gorab","69524578",
"Megf10","69407391",
"BC024139","68843961",
"C730047G04Rik*","74000654",
"7420416P09Rik","70611192",
"Cylc1","74579963",
"Rpl8","69818338",
"Tk2","587438",
"Olfr734","74734914",
"Gm10339","74427103",
"Ate1","69549622",
"Lars2","69736046",
"Nap1l4","71789891",
"Csrnp3","68861933",
"Dgat2","68861680",
"Igj","68442961",
"Rpl39l","70723710",
"Tbx6","71280631",
"5730403B10Rik","413811",
"Pcdha8","79354812",
"Ifltd1","69114129",
"Gm5065","74736099",
"Rrh","69012674",
"Hlcs","68667103",
"Crcp","76097713",
"Vmn2r57","74510116",
"Atg2b","71023020",
"Zdhhc17","70303468",
"Ccdc11","70218780",
"Dok2","2156",
"Socs2","70429094",
"Rps4x","69873295",
"Wwp2","386002",
"Armc6","69526886",
"Tcfeb","69290650",
"Hdac7","68920401",
"Helz","69816583",
"Gm4990","70595744",
"Sumo1","81600154",
"Lipe","77620357",
"D030044L04Rik","70238058",
"Tcfap2e","69816972",
"Fezf1","80342037",
"Pvrl4","2512",
"Sec14l3","70595931",
"Notch3","1789",
"Pigh","69783148",
"E130114P18Rik","71809455",
"Ptgfr","69288249",
"Kctd4","68744486",
"Nudt10","71022900",
"AI428936","68498842",
"Dnajb8","75860950",
"Kcnmb4","70593143",
"Rgmb","68162223",
"A930012O16Rik","71809055",
"Cep192","73497786",
"Rbm42","392929",
"Hbp1","69015452",
"Prelid1","81600090",
"Robo4","69169481",
"I0C0017H17Rik*","73716716",
"Dcx","70946414",
"Sytl5","70302318",
"Psma1","413778",
"Slc25a23","71280844",
"4930588G17Rik","71493675",
"Tmem196","70295745",
"LOC432609","70611108",
"Map4k1","68203509",
"AI837181","634459",
"Spnb4","81657679",
"Bmp5","69529364",
"Arl3","69012759",
"BC039966","73513564",
"AA415398","68744122",
"Lamc3","69736016",
"Casp2","74562594",
"Asphd2","68745516",
"4933401B06Rik","70724445",
"Vav1","68300866",
"Dao","70429220",
"Kat2a","68798262",
"Atg7","68745048",
"6330527O06Rik","413779",
"Cadps2","69540266",
"C230024C17","71574582",
"Ggps1","74300705",
"Ihh","68924727",
"Mogat1","68666762",
"Dscc1","71991690",
"Ccdc104","76081944",
"Tssk3","69114791",
"Rasl10b","74509536",
"Cst3","75492865",
"Cntn1","416",
"Dab1","79762299",
"Mrpl13","69116960",
"Mettl7a1","70919931",
"Mm.316532","71162004",
"1700013N18Rik","69114715",
"Slc5a3","977",
"Usp16","633675",
"LOC432488","70608571",
"Klf9","70795847",
"Dynll2","564758",
"Cdkn2d","1604",
"Hnrnpul1","68410458",
"Prssl1","69817384",
"Gkap1","69116329",
"Hsf2bp","77464978",
"Mybpc1","69835645",
"Pggt1b","70300768",
"Ssr2","76081939",
"Bcl2l13","68444690",
"Zbtb10","70195096",
"Pou2f3","74578341",
"AU021034","69527036",
"LOC432574","74431718",
"Gjb2","1360",
"Lef1","77464846",
"Chchd6","67979019",
"Rnf113a2","69202394",
"Dll3","81657663",
"Yipf2","70445407",
"Exoc6","67792204",
"LOC435800","71022585",
"D730003I15Rik","74300747",
"Tas2r110","70785164",
"C730014E05Rik","71021030",
"Ccdc137","1979",
"E430033K04Rik","69671821",
"6330578E17Rik","70445526",
"Tas2r130","70302378",
"Mbd3","69080515",
"Slc7a15","71809025",
"Fjx1","1204",
"Dsel","69446637",
"TC1413613","70794013",
"Exph5","71210895",
"1110036O03Rik","2548",
"Mthfsd","68799113",
"Atxn1","933",
"Gad1","75492764",
"Tas2r109","70785158",
"1110017D15Rik","69174607",
"Ndfip1","72715",
"Zkscan5","68844170",
"Gm505","71764655",
"Dupd1","71022493",
"Gga2","68843931",
"Nav2","69443367",
"Nfatc4","71656120",
"Ifi27l1","74581074",
"mCG7931.2","73512515",
"Fam181b","68861760",
"Wdr25","69528022",
"Acsf3","77800945",
"Utf1","69817073",
"9330161L09Rik","74300657",
"Nenf","71763972",
"Ythdf3","69028420",
"Zfp507","70527945",
"Apobec3","67979041",
"Ankrd22","71724798",
"Cars","68844385",
"Usp25","2714",
"Agpat4","69549632",
"Pkn3","67881752",
"Pddc1","68158081",
"Slc35c1","70565246",
"Aspg","70717975",
"1700066J24Rik","74357911",
"Clcnkb","71627818",
"Serpinf1","671244",
"Olfr1358","74720537",
"9230110C19Rik","71493849",
"Trim21","76135656",
"Olfr412","74724085",
"Tmem210","70218408",
"Erv3","69353312",
"Pcyox1l","71656781",
"H2afy3","70276981",
"Tcf7l2","100055048",
"Slc35b4","71608240",
"Mrpl45","70919854",
"Cd3e","75988359",
"Ptp4a1","69014440",
"D930014E17Rik","71529929",
"Olfr1496","74720862",
"St6galnac4","71280607",
"Ankrd32","80341108",
"Ctu1","413826",
"Mobp","69174034",
"Mfsd8","73606609",
"Lin7a","69736136",
"Casc5","70218703",
"Nedd4","70813143",
"Igf2bp1","68667133",
"Mcpt4","75828181",
"Ugcg","70194552",
"Mrrf","69080514",
"Mterfd2","632515",
"Tal2","69290585",
"Clic1","86352",
"4930474N05Rik","70723694",
"LOC433354","70723187",
"2510006D16Rik","68632202",
"Abcf2","75695665",
"Dusp21","70201492",
"Flot1","72735",
"Spats2","68080693",
"Rad23b","68445113",
"Gpr182","69236783",
"Trub2","393246",
"Arid5a","68522302",
"K230012H24Rik*","73767271",
"Nqo2","68523336",
"Sytl1","71764625",
"Afm","74431098",
"Esf1","72283378",
"Setd5","38",
"Ctnnb1","195",
"Olfr459","73653434",
"Naa15","68667055",
"Sema3b","79544848",
"Arl9","73513435",
"Pspc1","71656122",
"Unc119b","69514500",
"Prl","75861792",
"Lemd1","72283683",
"Erc2","68797661",
"Itpripl1","71492868",
"F830201C10Rik*","74427105",
"Nacad","70565867",
"D230035N22Rik","71147972",
"4930448N21Rik","73818831",
"Mtmr1","68918928",
"Tas2r126","70302366",
"Sbno2","68744104",
"Zfp566","671243",
"Olfr125","74720663",
"Tmem88b","69447978",
"Lss","68444636",
"C2cd3","69527030",
"Nrp1","79913171",
"Zbtb20","1141",
"Cldn18","70237944",
"Mbnl2","71022744",
"Slc7a15","74359335",
"Laptm4b","532742",
"Nle1","68633008",
"Gm686","70298244",
"Gm9991","74277701",
"Kcna7","69258005",
"Spry1","68563074",
"1700019N12Rik","69116853",
"Grik1","528",
"4932416E17","72005999",
"Fam134c","69838762",
"Uroc1","68410500",
"LOC432641","70611156",
"Smad1","70593359",
"mCG1027388","71022816",
"Lxn","69201516",
"Efemp2","2178",
"Prmt1","75695659",
"B3gnt3","67815957",
"Pnmt","76081013",
"6030405A18Rik","68844146",
"Lrrn4cl","80472029",
"AU040320","532672",
"Serpini1","69117449",
"Mastl","69752083",
"Gramd1b","71495161",
"Txndc8","71891665",
"Vps35","293904",
"Atg4d","67815943",
"Arfgef1","77620265",
"Ccdc102a","69529029",
"Wnt10b","2726",
"Chrnd","70593133",
"Zfand3","248560",
"Slc4a1","68666882",
"4930456L15Rik","71891778",
"Plp1","75496146",
"Rbm22","74059292",
"AU022870","70528270",
"4930505H01Rik","73927540",
"Efhb","70610402",
"Gpr26","69257522",
"Pofut1","71209859",
"Tmem20","69981079",
"Ttc39b","69201660",
"Polr2j","70946133",
"Zfp277","68920803",
"Gm8766","80342275",
"Hexim1","71612179",
"Fmn1","74635029",
"Klhdc9","69353152",
"Dbndd2","67936386",
"Hist1h1t","70724828",
"Dgki","69530774",
"Rab33b","69817823",
"1700010B08Rik","77799027",
"Pkm2","68269268",
"Terf1","68545923",
"Slc6a19","73617516",
"Bpil1","74581217",
"Snrpc","69079981",
"Gbe1","75693197",
"F630049H13Rik*","73748809",
"Tdrd3","633283",
"Zfp454","68798585",
"Mrps28","68744612",
"Med24","2676",
"Ostb","74427088",
"Rag1ap1","68193016",
"Sacm1l","79394332",
"Tas2r123","70785176",
"Kat5","69735174",
"A630073D07Rik","74822856",
"Gpr116","69236742",
"Serpinb6b","69133611",
"Cep70","71496019",
"1810046J19Rik","678683",
"Spag11b","75043677",
"Baiap2l2","74431104",
"Tmem33","79360243",
"Ccdc13","70609234",
"Mtap7d1","70429166",
"Olfr609","73653458",
"Arhgap18","68498597",
"Flywch1","385773",
"Esrrg","79762716",
"Rimbp2","69514470",
"Med30","130533",
"Nfatc1","68745167",
"Herc6","74635138",
"Hist1h2bp","69116889",
"Mobkl2b","68341812",
"Zscan12","71161513",
"Phxr1","69783118",
"Hsbp1","72734",
"Rapgef6","70301001",
"Lysmd3","70528300",
"4930403N07Rik","74076192",
"Gpr141","71381568",
"Usp53","71211434",
"Gm15217","70595990",
"1110038D17Rik","70303737",
"Skp2","69134468",
"Pkd2l2","74431278",
"Eef1e1","69113614",
"Atxn10","70919698",
"1700001L05Rik","73870725",
"Bola1","71211566",
"Myadml2","70598374",
"BC030336","678689",
"Ift20","73712822",
"Agpat2","76080970",
"Map2k1","71381076",
"Exoc8","69262234",
"Pdgfa","1517",
"Tmem188","69443274",
"Smc2","69874180",
"4732490P12","70303851",
"Edil3","76003522",
"Zfp280c","1670",
"Miat","69447948",
"Sprr2b","69885708",
"1700018A04Rik","74265249",
"Jmjd5","68148683",
"Pcdh8","71489798",
"4930486G11Rik","70717359",
"Crkl","69608058",
"Nat9","69838760",
"Zfp101","70919436",
"Glg1","77800925",
"Fbxo36","69114292",
"Icosl","1218",
"Dusp5","70296068",
"Mm.94153","71210484",
"Ndufv2","71213788",
"Npas3","69816643",
"4930541O19Rik","74510248",
"Cmc1","75831769",
"Tm2d3","72713",
"Htr4","69257849",
"1700055D18Rik","69353720",
"AY512931","70793875",
"Ubr2","71608349",
"Ptpn12","68798861",
"Larp1b","69443196",
"Sacs","71281209",
"Hdc","68667587",
"Nudt8","68919946",
"5031438A03Rik","74510272",
"Efhc2","70717365",
"Plp1","2490",
"Ccdc130","71610879",
"Ptprg","74430888",
"Ccdc138","70305078",
"Dlgap5","69262256",
"9230101K24Rik","70228047",
"Xpo4","70303022",
"E230001N04Rik","69671774",
"Dpys","76135529",
"Slc18a1","2584",
"Upk3b","72004456",
"Gm14644","70724959",
"Tle4","69816984",
"Ccdc123","69080031",
"EG547347","74743327",
"Homer1","1749",
"Eif5a","2184",
"Ugdh","76081953",
"Arpc1b","77791996",
"LOC545133","69262305",
"Cdca2","69540659",
"Fem1c","69288968",
"Gm16515","68080694",
"Prex1","70946227",
"Adh1","68341519",
"Prelp","68637832",
"Sirt5","68632088",
"Nasp","70474779",
"Olfr1388","73653278",
"Qrsl1","69817787",
"Poll","67978500",
"Mm.353395","74509494",
"1700026J12Rik","74634802",
"Fam117a","71656874",
"Nat1","71234532",
"Prkrir","69169773",
"Alk","80472055",
"Pdcd11","69133749",
"E030013D07Rik*","73834487",
"Kazald1","71764637",
"Sele","69873505",
"Mrpl54","69262249",
"Hdac2","72076635",
"Gm1060","70299947",
"Ccdc64b","68191222",
"Pvalb","75457579",
"Ptpmt1","74581056",
"LOC432500","70608577",
"Stub1","77620401",
"Glrx5","69262236",
"D330045A20Rik","70238651",
"TC1570131","70919955",
"Uhrf1bp1l","69169355",
"Pkp1","76081010",
"Dnajc5","68795442",
"Syt5","1030",
"Catsperg2","71492880",
"Mlf1","68744904",
"Foxa1","77800889",
"Agbl4","70218510",
"Uap1l1","71378582",
"Bcl2l2","67765710",
"Msx3","69289417",
"Commd2","70720254",
"Uqcrc1","68744540",
"LOC544913","72283498",
"Cdkl5","81600598",
"Dnajc15","68744683",
"Aspa","77793157",
"F830010L01Rik*","73731424",
"Vldlr","77620363",
"Ranbp17","69288267",
"Abtb2","69013762",
"9430091E24Rik","70920117",
"Ctcf","79760450",
"4933403G14Rik","69443118",
"Ptpn14","73927769",
"Snx16","671228",
"Ankdd1b","70946201",
"Olfr1357","74720769",
"Nup210l","74580093",
"Chd1","71210418",
"Srsf12","69873636",
"1700074P13Rik","69116715",
"Larp1b","70795460",
"Gm5510","74736207",
"Tbr1","1042",
"Ccbl1","68798717",
"Tcp11l2","68196911",
"Tufm","70192129",
"Sprr2h","74743378",
"Rtl1","70301943",
"Ephx2","79749555",
"Gm5793","69113775",
"2310001H17Rik","69202340",
"Gpr98","68920785",
"Ube2w","70429136",
"Dnm2","386015",
"Tep1","69980262",
"Nos3","75831750",
"Thoc2","69444837",
"Depdc5","73811519",
"Pcp4l1","69782873",
"Ccdc42","70228466",
"Spink3","75234121",
"Tpm3","199223",
"Cldn19","69548988",
"H1fnt","76081052",
"Adam18","70228711",
"Foxf1a","73731391",
"Pbrm1","69838567",
"Ccdc34","71493069",
"Ddx11","69626723",
"A230004C22Rik*","73949539",
"Gm9805","74735361",
"2810021B07Rik","69855305",
"Acrbp","77910651",
"Cyb5d2","70228089",
"Anapc2","69526617",
"Klhl26","71616113",
"Dio2","77924476",
"4930533I22Rik","71764910",
"Lgals9","69059800",
"Hinfp","67767461",
"Mapk9","68563000",
"Sipa1l3","74822585",
"A430090L17Rik","71809253",
"Srsf1","69873630",
"Rbm4b","638701",
"Elf5","119684",
"1600020E01Rik","74581289",
"LOC433374","71808510",
"Prkag1","69817300",
"Plg","2486",
"Aig1","68797499",
"Ptgs2","68667904",
"Ppt2","70546396",
"Tmlhe","68302227",
"Gad1","75457539",
"Cetn1","70724643",
"Ftcd","68321892",
"Cysltr1","71664128",
"Commd6","71022990",
"E4f1","1200",
"1700012P22Rik","71919403",
"1700011H22Rik","72081652",
"Wbp11","641536",
"Usp14","69549326",
"Fam180a","69529203",
"Lrrc31","70239015",
"Gadl1","76081195",
"Zfp219","69290818",
"Gdf9","68667360",
"Retnlg","70301013",
"1110028C15Rik","69531013",
"Tdrd6","75990417",
"Il24","72283629",
"Ppie","69012723",
"4930523C07Rik","73808600",
"Pitpnb","69015649",
"Cdkl3","71161006",
"Grik3","75749432",
"Pm20d1","69407678",
"1700015E13Rik","71380489",
"Gfra4","74359748",
"Klrk1","69549653",
"Fzd10","77464892",
"Igfbp1","513231",
"Anks4b","71280889",
"7420426K07Rik","73906131",
"Hnrnpk","68443003",
"Angptl3","75827099",
"2010007H12Rik","75198196",
"Gm6999","73906095",
"Cypt3","80474702",
"Tmem86b","69530977",
"Clk3","69549006",
"Cldn23","71627833",
"9030418K01Rik","73767139",
"Homer2","68546167",
"Snrnp48","532763",
"D630042F21Rik","70238710",
"Sulf1","69887451",
"Zdhhc11","71892155",
"Numb","69095946",
"6720419K19Rik*","73927658",
"Irgq","69524416",
"C130060K24Rik","1165",
"Nubpl","74359395",
"D2Wsu81e","69608905",
"Utp18","69444777",
"Itga4","77924520",
"E130018O15Rik","70565500",
"Son","997",
"Atad2","74359419",
"Fndc8","71891725",
"Tmem200a","69530702",
"Gm5600","71213868",
"Abca9","78534532",
"1700049J03Rik","74357875",
"Vmn2r10","70194880",
"C230071H18Rik","69530917",
"Brdt","74510260",
"Dci","68498741",
"LOC434154","70787489",
"Tmem50a","69407505",
"Prm2","75860928",
"Krt14","77620469",
"Gm4801","70565963",
"Arl6","583843",
"Lair1","68117985",
"Ndufa2","512999",
"Ddhd2","69626693",
"Kcna3","70723477",
"Snx9","69885636",
"4930473A06Rik","70528151",
"Dnajc19","70474881",
"Tmem56","68666667",
"Atg4c","70523729",
"Rpl23","70813131",
"LOC14210","69672474",
"Kcnf1","68798944",
"Psma8","75985879",
"Manba","67936409",
"1700049G17Rik","73497705",
"Csn1s2b","532593",
"Pole4","71664132",
"Rab13","68637581",
"Etfb","69262325",
"Mm.5547","73635471",
"Zfp826","70231761",
"Cct5","69540549",
"Ncoa2","68668090",
"Fam113a","68910986",
"Ret","81657693",
"Tmem30b","69981097",
"Man1a","75457371",
"Scg5","71608208",
"Gm4869","70566059",
"E430025E21Rik","68191114",
"Ier5l","70430686",
"Rps8","69549280",
"Plekhg4","73514827",
"Upf3b","75862560",
"Zdhhc5","68341770",
"Arhgap24","74300831",
"Crhr1","298",
"D10627","71211590",
"Sgsm1","69873361",
"B630019K06Rik","69837561",
"Crh","294",
"BC049715","69113704",
"Loxl4","71209898",
"Fam33a","69352840",
"4921536K21Rik","69113584",
"Kcnj3","69258041",
"Fgfbp1","77455051",
"4921508D12Rik","71891587",
"4933406J08Rik","70218655",
"Tubg1","68269035",
"Bud31","70724613",
"Lass2","68196984",
"Ppm1a","2498",
"Gm4793","71765022",
"Psp","79544890",
"Gm525","70295727",
"Hr","68924509",
"Pacsin1","68196981",
"Ufm1","69117014",
"Gabrr1","80525551",
"Tcte2","69980232",
"4930547N16Rik","70218336",
"Tubgcp4","70919454",
"Cnnm2","73606675",
"Cdan1","69540641",
"Zbtb38","70228627",
"1810011H11Rik","71920261",
"Zar1","70195090",
"Mbd2","74822933",
"BC030307","678688",
"3010003L21Rik","71991947",
"Slc8a1","69816876",
"Lcn5","71892454",
"LOC386486","71991786",
"Pramel1","73423990",
"Zfp354b","73606576",
