"gene name","entrez"
"Mapk8ip1","69752059",
"Gpr183","71656630",
"Barx2","2058",
"mCG144692","71212111",
"BC034902","71656090",
"Ooep","77465016",
"Slc17a2","68302017",
"Ada","70528192",
"Cst3","75457612",
"Brs3","69236879",
"Fut1","69672623",
"Kctd11","76003678",
"Top2b","1068",
"Ccdc97","69609067",
"Mif","2408",
"Ripply3","368",
"Ift27","75695629",
"6430503K07Rik","74265339",
"2010111I01Rik","70812717",
"4632417D23Rik","70303845",
"Nmnat2","69782282",
"Emilin3","69672013",
"Foxh1","71307322",
"Ica1l","75934928",
"Eif4enif1","68148734",
"Vamp4","70194892",
"Tsku","69446935",
"5830428M24Rik","72076683",
"Osta","68151348",
"Fam100a","71213011",
"Spata5","69885672",
"Taf1a","69117050",
"Pabpn1","70919579",
"Bub1b","74990525",
"Mtm1","71570738",
"4922502D21Rik","72472451",
"Acadm","71627813",
"Ddc","336",
"Ngfrap1","1787",
"Pcdha5","79354808",
"BC049635","69114962",
"Ncam2","683",
"F730011J02","69114974",
"B3galt5","74581128",
"Ncbp1","70786694",
"LOC434205","70787579",
"Mrps35","68341908",
"Tm2d3","77620389",
"Krt15","70524284",
"1700024P04Rik","73716477",
"Nme3","68744839",
"E230016K23Rik","70239021",
"LOC277385","74359688",
"Apex1","69526749",
"Rpap1","77799055",
"Tatdn1","69133617",
"Gm5544","71456122",
"Pmfbp1","69816332",
"Susd4","671241",
"Zzz3","70200824",
"Il10rb","77464934",
"Gprc6a","69859864",
"Inpp4b","68919886",
"Serpinb7","71656736",
"B230369F24Rik","74822575",
"Kprp","70785828",
"Fam175b","71612197",
"Ap2a2","69838359",
"Trim47","72004447",
"Gm4792","72182983",
"Il10","76003673",
"Mchr1","70593141",
"Eddm3b","68666559",
"Usp45","68160831",
"Vmn1r80","70785660",
"4930517O19Rik","74076246",
"Pde4c","69169779",
"Fer1l4","74580877",
"Irx2","81654131",
"Gt(ROSA)26Sor","71212253",
"Olfr222","74720916",
"Prrg1","71378075",
"Actr1a","76081924",
"Snx27","72002038",
"2900092E17Rik","70918982",
"Antxr2","69526659",
"Atp13a2","68160844",
"Sec63","67815549",
"Nrk","69782401",
"Lhx1","634",
"Glrp1","69672892",
"4933426I21Rik","69261406",
"Sf3b2","70593345",
"Lingo2","73811561",
"Bai2","73584753",
"Ghrhr","75931533",
"1300018J18Rik","70200932",
"Ntrk2","747",
"Igf1r","69735263",
"Mm.349813","71161102",
"Etv3","1495",
"Akirin1","68269068",
"Scd1","68269037",
"Pskh1","68667342",
"Clasp2","71724852",
"Myo1d","69782007",
"Rpl35a","68637784",
"LOC434410","71992109",
"Ifi27l2a","70218727",
"Sox21","73496995",
"Six1","1835",
"A830023I12Rik","70717978",
"Ntsr2","81600566",
"Tspan3","71489783",
"Plcb4","70300828",
"Gnat2","79360255",
"Csf3","69608118",
"Fam120c","80514147",
"Mpdu1","68637665",
"Gm271","70296038",
"Olfr1443","74720838",
"Syt14","69887523",
"Sec14l4","68498301",
"Msh4","70300427",
"Papd5","71147803",
"Mm.78264","71210430",
"Gm9871","72004515",
"4930432E11Rik","71808847",
"Piwil1","70300804",
"Nprl3","69261427",
"Atp6v0b","71608227",
"Zfp383","69352858",
"Ndufa3","73716566",
"Zcchc24","69202490",
"Heca","74821831",
"Pus7","70919806",
"Nr2c2ap","74635583",
"Osm","71808765",
"Ropn1","69113865",
"Klk12","68798310",
"5430435G22Rik","68633357",
"2610528J11Rik","70439189",
"Derl1","67978472",
"Eif1","67978400",
"Snrnp70","68076882",
"7420419J09Rik*","73906107",
"Gm11961","71569226",
"B230120H23Rik","2050",
"Fbxo33","71381034",
"Cpe","1692",
"Trhr","1304",
"Syt3","1028",
"A930038B10Rik","69514488",
"Tmprss11bnl","75931587",
"1700052N19Rik","68076528",
"Fam198a","71021041",
"Mylk","68668000",
"Setd3","583544",
"Brca2","75988323",
"9030419F21Rik","73635465",
"Mrpl52","71020801",
"Hmx1","76003366",
"Dcpp1","76098358",
"AI413582","68522518",
"Prkrip1","68545539",
"B3gnt1","69527932",
"Copg2","68745335",
"Cct6b","74510266",
"Rasal2","74059273",
"Slc35e1","70919788",
"Mfap4","68498639",
"LOC434284","71992013",
"Tatdn2","71764518",
"Stxbp5","69887427",
"Pou4f3","71609031",
"1810041L15Rik","69201642",
"Nkx2-2","70593314",
"Hspa8","75694450",
"Mett5d1","69352762",
"Csnka2ip","70305604",
"Ifit2","70431379",
"Arhgef3","69080048",
"Rab25","633300",
"Ephb6","2192",
"Tha1","70598391",
"Marco","71789789",
"Spt1","71724720",
"Srsf3","69873648",
"9430025M13Rik","74431673",
"Slc7a12","73818809",
"S100a3","73617498",
"Polr3gl","68795398",
"Gm595","74562558",
"Gpr155","69257480",
"Ebp","633685",
"AI324046","71161177",
"Gphb5","70276957",
"Ehd3","73512571",
"Dbx2","71809127",
"LOC433814","74580697",
"Tmem126b","70445377",
"Foxi3","74736063",
"Ysk4","71393310",
"Fcrls","1897",
"Cstf2t","68196929",
"Chek1","75988361",
"Olfr76","74277395",
"Arid5b","71283598",
"1700095B22Rik","74359544",
"Gpihbp1","69117122",
"Erbb4","69672126",
"Wdr27","72471721",
"T","69290561",
"Skint10","71765010",
"Trim50","74056155",
"Gnrh1","73712918",
"Taf1","69527956",
"Fbxo11","71529779",
"Ptchd2","77620810",
"Ap1s3","74581163",
"Syt7","1037",
"Gpc5","70276951",
"Dixdc1","70238878",
"Eif5","1704",
"LOC433455","70723253",
"Zcchc18","583555",
"Mgat4c","69012801",
"Gm543","70295775",
"Cacna2d4","71808777",
"Stard5","68798007",
"LOC328316","70595847",
"Olfr607","74720531",
"Chi3l3","69117128",
"Cyp3a13","70724649",
"Pgam5","74635668",
"Cycs","68546299",
"B2m","70305443",
"Pip","68632014",
"4931409K22Rik","74431272",
"Spata13","69816918",
"Fndc3b","70723613",
"Jub","323182",
"Mrrf","70919567",
"N6amt1","1234",
"Gtf2h2","638727",
"Odz3","753",
"Kdm5a","74990486",
"Olfml2b","1981",
"2900016G23Rik","69407337",
"LOC380720","70595972",
"Foxm1","77924478",
"Tnk1","68637850",
"Odz3","79904540",
"Gm71","74359730",
"C530050E15Rik","77904865",
"Syt6","1034",
"Aph1b","71281527",
"Tas2r125","70785188",
"Antxrl","71569090",
"C920008G01Rik","75214949",
"Ctps2","68269061",
"2210404J11Rik","71808496",
"Tspyl5","73497080",
"Adam19","71495632",
"Oaz2-ps","749",
"Creb3l3","68341477",
"B230312C02Rik","71809352",
"Apaf1","68745275",
"Olfr1500","74720874",
"Cd209b","70724631",
"Lalba","70546051",
"Zfa","69817109",
"Amigo3","71281337",
"Tmem8c","68798358",
"Trp53i11","70191973",
"LOC545313","77620822",
"Car1","77910703",
"Prkar2b","68666810",
"Kdm1a","69262119",
"Hspa5","69735138",
"LOC433491","70723313",
"Mxra7","69201672",
"Pacrgl","583847",
"Foxm1","465",
"Gbp2","77620367",
"Myo1f","68845347",
"Rabgap1l","77910828",
"4921513D23Rik","69170120",
"Mpi","69079976",
"Reg3a","74635262",
"Ccr9","69237053",
"Senp8","77620798",
"Mtr","74431745",
"Nrip3","69782385",
"Il11ra1","2316",
"Wwox","69015667",
"Arhgap26","71281301",
"Nuf2","68341681",
"Tm9sf2","77620377",
"Btbd1","71723869",
"Il6st","69735431",
"LOC432888","70611365",
"G2e3","69444741",
"Osbpl7","74580775",
"Tmem49","532588",
"Aph1c","69352730",
"1810026J23Rik","70527951",
"Hsf5","74578236",
"Fxyd3","73513768",
"Gemin6","71764107",
"Cbll1","70813245",
"Zp2","79544870",
"Lrch4","72283689",
"Gdpd1","70429507",
"Rbms3","75931565",
"Rbp7","68545057",
"0610009D07Rik","68342153",
"Alcam","130155",
"Gm41","70725031",
"Haus5","69202400",
"Fam83b","75214948",
"Slfn2","69874114",
"Bcl2l14","68498872",
"Slc29a2","74357657",
"1200009I06Rik","71492802",
"Tmcc3","67792206",
"Hand1","548",
"Hif1an","69734995",
"Anp32a","95",
"Gm819","75931514",
"F730214C23Rik*","73767154",
"Tmem38a","71612429",
"Ephb4","79544894",
"Mfsd10","68196933",
"Mpl","69289405",
"Cntn5","74509512",
"Psg17","75233775",
"4930412M03Rik","72182941",
"A330004N04Rik*","73808534",
"Muc3","75862443",
"LOC432980","71282556",
"Fam189a2","71022984",
"0610007P14Rik","413781",
"Slc25a29","78534484",
"2410018L13Rik","68918976",
"Slc12a7","69873803",
"BC037034","378548",
"Fgf16","70724726",
"Sh2d5","71380914",
"Cdnf","70305156",
"1700017G19Rik","71919487",
"Leng8","77620457",
"C86695","72471781",
"Gtl3","69734815",
"2310046A06Rik","71991822",
"Wrn","70195024",
"Shisa7","70429052",
"Ttc34","71669006",
"Bbs5","69116721",
"LOC277923","74743453",
"Ptges3","75214937",
"Il3","69735395",
"Vmn1r65","74056185",
"LOC434070","70787390",
"Tbx20","73497232",
"Tomm6","678717",
"Prdx6","686199",
"Syt8","71991696",
"Sult5a1","74579491",
"2310006M14Rik","74635400",
"Dll4","68845412",
"Col1a2","76081922",
"Yeats2","70231737",
"4930433N12Rik","73617576",
"Arhgap17","1414",
"Hist2h2bb","69735048",
"Pdap1","69782891",
"Krt10","69735921",
"Gykl1","70276891",
"Otx2","81654129",
"Dpp7","71210394",
"Uts2d","73716668",
"8030411F24Rik","74580853",
"Atp10b","70227986",
"Crtc2","67787327",
"Smarcb1","68522368",
"Extl2","532712",
"Cnr2","2112",
"Hspa9","69735144",
"Olfr308","74720967",
"Sltm","601192",
"Mcat","71574516",
"Nudt2","199220",
"Sec22b","69873481",
"BC013529","68341513",
"Slmap","76081839",
"Ttll7","69407827",
"Mm.37454","71210091",
"Lrrc51","71212009",
"Znrf3","70231254",
"Stim2","69887337",
"Olfr95","74734997",
"Cyp2d10","77465044",
"Trim41","587432",
"LOC434420","71022310",
"Luzp1","69736328",
"Sorl1","69885654",
"LOC238379","70566205",
"Dkk3","75457695",
"A830007P12Rik","68076970",
"Foxn2","69816559",
"Ucn","1436",
"Kcnj8","2344",
"Gyltl1b","71529887",
"Lhpp","69202358",
"F930119H24Rik*","73767290",
"Olfr1180","73635544",
"4933402N03Rik","72182942",
"Pld6","71832894",
"Snapc3","68797876",
"Rasl11a","71492784",
"Padi2","69013438",
"Ccndbp1","532590",
"Reg2","71991672",
"Sdf2","69102926",
"Usp4","564646",
"1700040L02Rik","69353693",
"Ttll9","75934927",
"Zfp438","69288674",
"Plekho2","68498220",
"Leprel1","70295482",
"Irf4","69289219",
"Kif5a","79360322",
"Zdhhc17","74300771",
"Adam34","76080969",
"Grpr","81600602",
"Zc3hav1","68443417",
"1700013J13Rik*","74357809",
"1700017N19Rik","71919493",
"Upf2","70194582",
"Hoxb8","73497029",
"Atp8b1","71574449",
"Nipbl","69133773",
"Psmc3","70919149",
"Usp49","70528431",
"Krt16","69735933",
"4931408C20Rik","70565915",
"Lrrc69","70201420",
"D930020E02Rik","70238812",
"Cck","202",
"Gucy1a3","77454950",
"G630055F21Rik*","73731319",
"Bhlha15","68301987",
"Cox15","80525718",
"F630025H21Rik*","73748860",
"Vamp3","71378603",
"Mst1","75934514",
"Pcgf5","71488955",
"Tmem222","69059877",
"Gm6740","1903",
"Thbs1","68845406",
"Zfp810","323160",
"Trat1","71281819",
"Ikzf2","69407206",
"LOC381765","68744857",
"Rdx","75851020",
"Gpr149","71283586",
"Zfp386","70445347",
"4833414E09Rik","70205578",
"Pim1","73423968",
"Fbxo43","71393304",
"Gas2l1","74509597",
"Max","69289333",
"Mmp1a","70300391",
"Phf3","70300786",
"Gtsf1","76081046",
"Olfr796","74734944",
"Snrpa","68076524",
"Gng7","1735",
"1700013D24Rik","74581355",
"Prrc1","68269048",
"Il12rb2","69735353",
"Bak1","75831757",
"Lrrc33","70528623",
"1190002A17Rik","71232594",
"Aspm","69540284",
"Rsph4a","69873331",
"Gm5607","70787725",
"Slc39a9","71210013",
"Dact2","68798127",
"P2ry10","68667742",
"3010085J16Rik*","74359586",
"Tmem170","69446328",
"Synpr","1863",
"Furin","74822935",
"F630050F06Rik*","73731379",
"Gimap6","68523270",
"Prox1","69289763",
"Lrfn5","68798968",
"Gng12","68920656",
"Traf3ip1","74821743",
"Rnpep","76098385",
"Gm5485","74736201",
"Ppm1j","71280868",
"Cdc7","69540653",
"Camk2a","79360274",
"Nov","75492654",
"Daam2","68667288",
"Acp6","68924572",
"Cdrt4","75851036",
"Polr3k","70439087",
"Acot2","71210526",
"Gm5092","70724457",
"Mfap1a","70473909",
"Neurod1","79632311",
"Klhdc2","81600552",
"Morc2a","68844833",
"Slc35b3","69059799",
"Zfp161","1136",
"Mmd2","74822814",
"Aldh9a1","633680",
"Olig2","2449",
"Rfesd","68162219",
"Tmem164","68844343",
"Hcfc1r1","71529917",
"Thbs1","80473473",
"Osgep","413823",
"Phldb2","71210804",
"Rab32","69549652",
"Ssty2","69885780",
"Zbtb33","69817097",
"Arap2","69548834",
"Sept5","959",
"Maea","70919525",
"Klk10","68076530",
"Ensa","73513729",
"Rimbp3","70566268",
"Cgn","71579885",
"Hrasls5","75860955",
"D17Wsu104e","71280994",
"Runx3","79544838",
"Eif1","77791992",
"Tmem194b","71493729",
"Olfr845","74734967",
"Gm12","70295524",
"LOC432689","70611210",
"Olfr140","73653296",
"Tmem114","71493216",
"Dapk2","68301180",
"9330169L03Rik","69446667",
"Slc25a37","68445000",
"Mia1","80341095",
"LOC432416","75931537",
"Gars","68410297",
"Dennd2a","69528034",
"Insig1","69735473",
"A2bp1","71280790",
"Clec4e","67979047",
"A930025A13Rik","71021007",
"Prss12","68631869",
"Mtmr4","68862084",
"1700108M19Rik","71920225",
"Pcdhga12","771",
"Garnl3","69672790",
"Ehd2","68442853",
"Psme2","70539164",
"6030499A19Rik*","73808279",
"BC051628","69114253",
"LOC226538","71021175",
"Phyhipl","386008",
"Hp1bp3","81599666",
"Fbxl4","68637509",
"Sptlc3","70231857",
"Dspp","75988390",
"Asphd1","69449026",
"Hlf","566",
"9130017N09Rik","74056118",
"Btaf1","70239075",
"Ngp","80342301",
"Isg15","68563110",
"BC089597","70524270",
"Tex19.1","68667354",
"Bace1","70813149",
"Dgkq","71021168",
"Tada1","413833",
"Eral1","69672120",
"Cyb5r3","77620794",
"1700037H04Rik","70795448",
"4922505E12Rik","70723199",
"Fam171b","69608953",
"Rasgrf1","1275",
"Man1a","75496360",
"Ldhd","69838572",
"Hspa12b","70429268",
"Cyb561d1","75988366",
"Kbtbd5","69289267",
"4921530L21Rik","69113751",
"Vps53","68563092",
"5430411K18Rik","69443421",
"Gmppa","70717355",
"Snapc5","77910785",
"Xylt2","67815956",
"Gm5753","71281973",
"1700023A16Rik","71919517",
"Lmf1","583876",
"Reep2","583550",
"Klf7","2356",
"Srprb","1537",
"Hmx3","81654123",
"Sccpdh","71724840",
"Hmgn5","73423729",
"Pja2","583577",
"B4galt1","68911030",
"Pqbp1","70919758",
"Sh3pxd2b","69672665",
"Tra2a","71492820",
"Mina","68410602",
"Cyp2j6","77790724",
"Hist1h1a","70724816",
"Csnk1g2","67979028",
"Ppnr","76003315",
"6430706K06Rik*","74300819",
"Srgap3","317",
"Zmym5","75774661",
"E330013L01Rik*","74427121",
"Slc25a15","69117140",
"Grb2","69734584",
"Rfxank","71664147",
"Mm.336072","71160955",
"Dcaf12","68158072",
"Zfp352","70785732",
"LOC434820","74431739",
"Paqr3","69782724",
"4930549C01Rik","69113590",
"Lyz2","100055046",
"Psca","71377812",
"D030040B21Rik","70305640",
"Kcnt1","71211407",
"Oxnad1","641537",
"Nrg4","68545965",
"Resp18","68545836",
"Npr3","70546287",
"Hemt1","74581283",
"Tssc4","71020951",
"Dusp14","74003405",
"Wdtc1","68924425",
"B3galnt2","69608887",
"Exoc5","69838541",
"4930479M11Rik","71891808",
"Wap","71656123",
"Klhl31","73818826",
"Eny2","68924431",
"D430024I10Rik*","73834409",
"Nkx1-1","81790666",
"Mthfs","71763810",
"Pde7b","69782933",
"1700008F21Rik","69116910",
"9130221F21","71569127",
"Mxd4","75694722",
"A130023E24Rik","70228346",
"LOC432425","74509476",
"Grtp1","79544828",
"Zmat4","69447816",
"Mras","71764156",
"Zfp335","70303486",
"Csf3r","77798995",
"Gm1690","70596119",
"Igsf8","68797507",
"Prkag2","30",
"Atp1b2","68744958",
"A330008L17Rik","71494660",
"Dhx35","68795399",
"Dpm3","68546107",
"Lass6","69014997",
"Epb4.2","69672072",
"Lpin3","69736203",
"Hsf4","75214735",
"Vmn1r85","70302980",
"Mapk8ip3","69752065",
"Doxl2","74430894",
"C1qa","77923147",
"Mm.29402","71161453",
"Slc25a35","68342021",
"Efcab2","378544",
"Ifit1","632514",
"Panx3","68668114",
"Gsk3b","68269508",
"Gm13624","74736237",
"Akr1c13","68410524",
"Hlx","68744134",
"0910001L09Rik","69352814",
"Cc2d2a","678687",
"Zfp740","68162215",
"Amotl1","69526593",
"Gabpb1","71608223",
"E230023K05Rik","74510200",
"Tex28","70300126",
"Cpne5","385757",
"Tgs1","71234533",
"Gm806","72471732",
"AA987161","70228675",
"Sema4b","69873522",
"Ddrgk1","74821558",
"E2f4","1196",
"Gadd45gip1","70545913",
"Kif13a","70295410",
"Il15ra","74277718",
"Cybrd1","68523342",
"Elovl6","69838551",
"Pah","68321674",
"Cd22","69540561",
"mCG1030693.1","71022852",
"Cds2","251",
"2010005H15Rik","71991678",
"Fitm2","70238800",
"1700102P08Rik","69116793",
"9830137J09Rik","70608535",
"Nhlh1","75694237",
"Tceal7","71492760",
"Zfp13","73584813",
"Gnal","70228221",
"Eomes","396",
"Zmat2","69080733",
"Ppp2r2b","1656",
"Mrps6","68443429",
"Vti1b","67978762",
"Hsdl1","70542931",
"Bmp6","74514174",
"Mms19","68797709",
"Agxt2l2","70543028",
"Anxa10","73606663",
"Phka1","71210798",
"Tulp1","69261411",
"Pvalb","75496608",
"Cyp2u1","71496375",
"Hdac4","70218534",
"Kctd6","73584801",
"Aurkb","633668",
"Pop7","686220",
"Foxp3","69289004",
"Cep72","69443262",
"LOC436568","74736384",
"Sar1a","275695",
"Ppp2ca","67978736",
"Tcl1b1","68667413",
"Rab22a","71608432",
"Crot","71616361",
"Ccdc3","68844056",
"Ryr3","71325426",
"Ccdc40","69527998",
"Plaur","79632246",
"Piga","71377672",
"Tram1l1","68157387",
"Ccdc68","69012771",
"Ncapd3","69527764",
"Pik3cg","69013528",
"Gm655","71832901",
"Mm.247024","71456144",
"Kcnab1","69015512",
"Capn3","69540351",
"Slc17a5","68798013",
"Lpar6","69258292",
"A130095K04Rik*","73808516",
"Tbc1d19","587411",
"AI854517","70230867",
"Ttc6","70295739",
"D2Ertd750e","68498289",
"Mettl7b","68666756",
"LOC433951","70787149",
"Lrrc1","70300222",
"Gm749","74578260",
"Osgin1","68410542",
"Ncs1","69256652",
"Galk1","68341627",
"B3gnt7","68499473",
"Psmd8","393265",
"Mylip","294041",
"Rogdi","76081947",
"Bicc1","71808546",
"Polg2","71920497",
"P4htm","69443130",
"Six3","81654113",
"Klhl22","69079996",
"4930443G12Rik","72076647",
"Rep15","68499249",
"Mtdh","71789855",
"Trim44","71763607",
"D230037D09Rik","69608893",
"Nr5a1","735",
"9130008F23Rik","70228004",
"Sdr16c5","71281758",
"Gm614","71991983",
"Mgat5b","71281253",
"D830014E11Rik","70238758",
"Rabl3","68666965",
"Rangap1","2520",
"Ttll1","71610853",
"Atp13a4","69838517",
"Trap1a","68666971",
"Mustn1","73635495",
"Rxfp3","80342202",
"Thap11","69014800",
"Apoe","67936406",
"Gsk3a","70813329",
"Lypla1","70546099",
"Pik3r5","75988403",
"1810022K09Rik","70609184",
"Hectd1","70611162",
"Cfh","69169738",
"Dcps","583560",
"Cnpy4","69202824",
"Rbx1","69262239",
"Zfp583","71380393",
"Pcdhgb4","70784922",
"Med22","71763900",
"Bspry","632488",
"0610040B10Rik","69352802",
"LOC545838","74277637",
"Rhoc","68191354",
"Slc35a5","74990491",
"Ccdc144b","69114803",
"Tmem136","70295960",
"9430053O09Rik","74000612",
"2700029M09Rik","75990648",
"Stat5b","68632679",
"Mm.359728","71209934",
"Capsl","75694246",
"Foxo1","69288992",
"Timm13","512769",
"1200009O22Rik","71380471",
"Klhdc3","68637491",
"Ier2","68191408",
"Psma3","69817402",
"Tlr4","378542",
"9030624G23Rik","71892334",
"Mia2","70300336",
"Slamf7","68301945",
"Snrpe","68844606",
"Gpt2","1658",
"Vamp2","1093",
"Ppp3cb","71325360",
"Slc13a2","78534494",
"Ddx5","341",
"Tprg","71808415",
"Klhl1","69735849",
"AU022252","71210253",
"LOC432907","74509554",
"Arhgap8","633299",
"Nfe2l2","701",
"C230060E24","71574594",
"1700057K13Rik","71920165",
"Pdcd10","74581295",
"Dvl1","69671666",
"4930519F16Rik","69442302",
"Itln1","81655576",
"Yipf1","70526061",
"Hbb-b2","68545324",
"Il1rn","75831739",
"Zfp280b","70593392",
"Msn","71489779",
"4930431F12Rik","71891677",
"Srgap2","69672533",
"Nae1","76098392",
"1700034H14Rik","68498319",
"Cnpy1","70228209",
"Sf3b3","392910",
"Zfp92","69407200",
"Pigy","227746",
"Sharpin","68193064",
"Col6a4","72081722",
"Mrgprx1","70784660",
"Adamts20","69514804",
"Cd276","68633351",
"Glis1","76081016",
"Ccdc25","75990518",
"Dclre1b","564642",
"Uck2","71489807",
"Ostf1","70593340",
"Fam164b","71891814",
"4930565A17","72005996",
"Mtch2","68920743",
"Spag9","70302246",
"Ifrd1","68861742",
"Ept1","73870731",
"Lpcat1","70539129",
"Capn7","75931510",
"2700023E23Rik","71211377",
"Klhl17","69735867",
"0610005I03Rik*","74357749",
"1700025H01Rik","71919577",
"Cmklr1","70593136",
"Btn1a1","68076975",
"0610007L01Rik","67787332",
"Rab11a","71724017",
"Gm4741","69442247",
"Matn4","68744749",
"Nmur2","69258190",
"Fpr2","70724732",
"Hnf4a","568",
"Lmod3","70295512",
"Zfp790","67936417",
"Anxa11","77464938",
"Hand1","547",
"Atp5o","576416",
"Cdc45","68522404",
"Olfm1","761",
"Fau","74580990",
"Ubd","75828183",
"Msmb","71020834",
"Insm2","71609030",
"Crybg3","69529131",
"Arid3a","69288638",
"Nanog","69289465",
"Diap1","69626885",
"Hdgf","2286",
"Cd200","68798962",
"LOC436061","74562218",
"Mab21l1","76098357",
"Tmed11","73818857",
"Oas1e","75931604",
"Cdk6","69540695",
"Ncr1","71234534",
"Sebox","757",
"Rc3h2","70946614",
"Ankrd58","71809307",
"Zfp322a","70785756",
"Pms1","75990557",
"Ap2a1","75991159",
"Chrm4","79913278",
"G630027G22Rik*","73731271",
"Zfp616","74736105",
"Got1l1","75831781",
"Sbf2","77465056",
"Inpp5j","69783136",
"Gp2","71587763",
"Scaf1","73497253",
"Rnd1","69113620",
"Reg3b","74277401",
"Tas2r107","70785152",
"Gm9","71764494",
"Lrrc20","68797500",
"Gnptg","74357658",
"Sphkap","70218300",
"D130023B06Rik*","73834343",
"Pdyn","69782969",
"Gpr112","73497023",
"Chka","75863292",
"Fgf2","69672432",
"Bmp2k","73712912",
"1810026B05Rik","74635174",
"Amz2","67881775",
"Ccdc28a","68158074",
"Dhx33","68666852",
"Stxbp5l","69887433",
"Pvr","69817775",
"Defb29","71919062",
"Pnma1","69816368",
"Tead1","68843829",
"Grm5","71393340",
"D630013G24Rik","74510122",
"Atp8b3","69134462",
"Pigg","70787107",
"Slc47a2","70595946",
"Zfp109","69817115",
"Adamts2","77799051",
"Asb4","123",
"Usp2","76098316",
"Ccnk","70431223",
"B3gnt6","69529101",
"Tomm70a","321",
"4933439F18Rik","68845454",
"Spaca3","75934511",
"Fnbp1","75695662",
"Rbm3","68443021",
"Fam63a","70717357",
"Olfr976","74735009",
"mCG113542.1","73635381",
"Cdc42ep4","71723875",
"Ror2","71378507",
"Nol6","69169517",
"Sfrp4","77465014",
"Elmod3","77910743",
"2210404O07Rik","69202268",
"Tsc22d1","1052",
"LOC433683","71991989",
"Cacna1b","71307202",
"Med15","69816673",
"Med21","70946171",
"4932411G14Rik","70218552",
"5330426L24Rik","69443373",
"Cacna2d1","69236915",
"8030462N17Rik","69446238",
"0610008A24Rik*","74357767",
"Pole","75931431",
"Ogdhl","70725025",
"Add1","68631935",
"Hist2h2aa1","69169367",
"Gnaz","1731",
"Atp4b","70719009",
"D10Jhu81e","68341412",
"Ivns1abp","68191522",
"Ttl","583871",
"Fes","71764775",
"Cdc37l1","69015781",
"Gm12830","70786743",
"Gorasp1","576436",
"Bin3","71724470",
"Rnase4","68300938",
"Sparc","70429441",
"Vps13b","74359371",
"Rab7l1","75827120",
"Vmn1r73","70785654",
"Cul1","68545132",
"4632408I12Rik*","73870521",
"Nsun5","71764589",
"4930485B16Rik","71380513",
"Spink5","75931558",
"Mfsd7c","68301963",
"F830208N12Rik*","73731442",
"Zbtb37","70593298",
"Arsk","68844283",
"Timm17b","68269514",
"Mrpl41","74300849",
"Nudt1","68410488",
"Parp6","68845263",
"Kcna4","71529965",
"Elmod3","638732",
"2610002J02Rik","70812972",
"1700123M08Rik","71232606",
"Cish","75695648",
"Spata22","72472486",
"Agbl5","68862096",
"Tbc1d8b","73513245",
"Apoe","77620395",
"LOC432842","70611341",
"Kcnj2","77800903",
"Kiss1r","80527153",
"Plekha1","583860",
"Gcat","68499135",
"4921525O09Rik","71493192",
"Drd2","359",
"Ankle2","71283412",
"Grn","542",
"Rgs7bp","70238621",
"Copb1","68498609",
"A930002H24Rik","70722934",
"Gja3","69257325",
"1110059G10Rik","70445401",
"Ptprh","75043671",
"Fbxl3","77465054",
"Cdh9","70719650",
"Nov","75496140",
"D1Bwg0212e","69116437",
"4932438A13Rik","74427107",
"Cdkn2c","1684",
"BC022687","67815962",
"Gm2716","72182967",
"1700018A14Rik","74357821",
"Tyms","75990848",
"Trappc6b","68637862",
"Mrpl27","68744785",
"Pcdhb5","79354788",
"Tsga10","77620465",
"A130042E20Rik","77454729",
"Jrkl","70719032",
"Pck1","77923598",
"Ptk2b","71920502",
"St8sia5","68545747",
"Cox19","75828190",
"Psmc3","392935",
"4931429I11Rik","70218486",
"Akr1b7","69526528",
"Fbn2","69672306",
"Rrad","71152551",
"Bhmt","68162239",
"Tceal8","67767474",
"Gna15","68203478",
"Ncaph","227754",
"4930579K19Rik","69442410",
"Phf2","68798543",
"Map3k2","69752011",
"Lrp12","69549627",
"Glce","71280946",
"Akap12","69526522",
"Lrrc51","69170162",
"Cyyr1","69608390",
"Arvcf","75214941",
"Ilkap","67815550",
"E2f8","70946182",
"Tsc22d1","1053",
"Hps4","68843895",
"Golga2","392913",
"Zbed4","68666923",
"Gm5478","70546144",
"9630013D21Rik","71020993",
"Purg","69817769",
"Crygd","72471802",
"Mdfic","71232889",
"Spsb2","68269058",
"Alg6","77456081",
"Atf6b","69059953",
"Tshz2","69133824",
"Hsd17b14","71580232",
"Fshr","71307340",
"Fgfr1op","69672450",
"Nmbr","69258184",
"Adam6a","74735103",
"Pgr","74426034",
"Pcdhga9","79354794",
"Tcf4","1045",
"Snhg11","69514482",
"Tm9sf4","69169361",
"Clcn1","71307250",
"Stil","966",
"Ffar2","79544822",
"Mios","68633146",
"Pck2","392914",
"Duoxa2","68499280",
"Sart1","76081907",
"LOC435219","70725628",
"Tnfaip8l3","69447870",
"Cdh22","71487073",
"Psen1","79760446",
"Gm5069","69014842",
"Chrna1","71380699",
"Fscn2","76003647",
"Ube2h","68443220",
"Cbx4","73497017",
"Morn2","71210514",
"Eps8l2","68442931",
"Gmeb2","69734464",
"Grid2ip","69734596",
"Tmprss3","77464850",
"Ccl25","70719037",
"D430040D24Rik","71160316",
"Fam188a","532676",
"Dtwd1","587420",
"Eml6","68151438",
"Ace2","69015769",
"Gad1","69117383",
"Fam185a","71210067",
